num,title,rating(10),review
1,Alita: Battle Angel (2019),9,"I'll be honest, when I went into to cinema to watch this movie I was expecting to not like it. I had seen a little bit of the trailer and it did not really ""speak"" to me and Alita's eyes were off putting. When the movie had begun I was actually searching for things to dislike but surprisingly there were none apart from a few cringeworthy moments. I quickly got used to Alita's eyes and they became in fact likeable. The story began to draw me in and I got completely absorbed into the story and the visuals.

The world is extraordinary and beautiful and the action scenes in this movie are fantastic, quite honestly some of the best I have seen. The story is a bit fast paced but not to a degree that it feels rushed. Alita as a character is great, she is kind-hearted, innocent, naive and protective. Throughout the movie Alita grows as a person and learns about sacrifice, loss, love and the horrors of the human mind. Alita is very likeable because she is such a good person in such a horrible world and you can't help feeling very sympathetic for an innocent being like her as she is exposed to the cruel world of Iron City.

I watched this movie without knowing the source material and I loved it. I was drawn in very early on and had to watch it a second time. I can definitely recommend this movie to anyone."
2,Alita: Battle Angel (2019),9,"Wow !! Truly amazing film of this year !! Great story telling !! For director Robert Rodriguez you has created a good film !! With three oscar winning actor/actress and with a name as big as James Cameron already make this film so amazing !! Dear Alita i'm falling in love with your 'BIG EYE '. For all of you , go see it you wont regret it !!"
3,Alita: Battle Angel (2019),9,I really love this movie. The storyline is really great. Exciting from start to finish. The graphics are really cool. Its like I didn't wanna blink at all. The plot is not mind-numbing as critics say. Well it seems like I have to stop listening to them. Because this film is worth watching by everyone. Thank you for all people behind this movie. I'm sure this movie wasn't easy to make. Now I really hope I don't have to wait too long for the sequel...
4,Alita: Battle Angel (2019),10,"Alita Battle Angel is what happens when Hollywood finally get an Anime film right, ive gotta say James Cameron and Robert Rodriguez should work more together because this film is incredible.

This film had heart and soul poured into its story and you could tell that 1000 of hours of work have gone into making this film. They've pulled one of the best films this year with incredible visual effects and CGI work that give this film a beautiful setting and background.

The visual effect of Alita (voiced by Rosa Salazar) we're incredibly done giving detail in her eyes which made her character on screen look more like an actual human actress. Her character and acting is what made this film, they give her a human soul and a purpose with the writing which is so well done, it gives the audience an emotional journey of a young woman trying to discover who she is.

The love interest side of the film is so done right it doesn't feel forced as well which along with its action sequences as well as it supporting cast was nothing short of perfect. The story does a great job of not revealing too much to earlier as slowly building up characters so you understand the story and draws you into every moment, this is matched by the awesome fight scenes and great formidable villains of the film adding to incredible film.

This is one of those films that deserves a sequel and to be a successful film as of what they've realised here is one of the best live action anime films, with a damn near perfect if it was for slight pacing issue that doesn't really affect the film but is noticeable.

Does it live up to the hype? HELL YES this film live up to the hype this is a must to watch on teh big screen hopefully were see a sequel come from it because it so needs it.

Dislikes: The only flaw I spotted as ive said there was a slight issue with pacing, not that it affects the film in any way but was noticeable."
5,Alita: Battle Angel (2019),9,"I've always loved Anime, and it's always been frustrating watching Hollywood movies destroy it (Ghost in the shell). Alita however did an amazing job in fusing Hollywood and Anime. I believe it was a great story adaptation by James Cameron, breathtaking action scenes and directing by Rodriguez, and great casting. I saw this in 4DX 3D in Seoul and It was a roller coaster ride. I was afraid the movie might put me to sleep, but it kept me engaged and watching from beginning to end. I think the most important element for movies should be the ability to engage the audience and never let them go until the very end. This movie delivers. And also I am very proud of Director Rodriguez for taking on this enormous task. He put a lot on the line to make this film. An interesting thing I found was for some reason I felt there were elements of John Carpenter here. Overall one of the best 3D films made so far. I believe the bar has been pushed higher for all filmmakers. A must watch in 3D exerpience!"
6,Alita: Battle Angel (2019),9,"But the romance threw us off a bit. But this is way much better than Ghost in the Shell and Ready player one. The story was amazing, made sense, didn't jump from one element to another and the pasting was perfect. The visuals are stunning! Absolutely 10/10. But the romance...everyone in the cinema giggled when Hugo died, it just didn't work, nobody cared about the character anyway. He was simply there to have a love interest for Alita. Summing it up, definitely worth watching, looking forward for the next one!"
7,Alita: Battle Angel (2019),9,"Marvelous effect with some great actions make this movie not to be missed seeing it in the big screen. But the thing I love the most is Alita herself. There were a few times I had a smile on myself watching Alita as she was so loveable and badass. Really really hope it will goes beyond just this one movie as the world building in Alita was so fascinating and of course, need to see more Alita."
8,Alita: Battle Angel (2019),10,"""I WILL NOT STAND BY IN THE PRESENCE OF EVIL"", an inspiring line spoken by the protagonist in Alita: Battle Angel when facing an indomitable and frightening villain got me thinking that I will not stand by in the presence of clueless movie critics giving lukewarm reviews to this excellent movie. Hence my motivation in writing this review to a film that I consider a great visionary triumph with such groundbreaking special effects not experienced since Avatar and a world-building as dazzling as last year's critically acclaimed Blade Runner 2049.

Based on the manga by Kishiro, the creative combo of Rodriguez and Cameron have created a world so technically stunning and cinematically immersive that it stirred and delighted my soul during the whole movie.

At its heart, Alita is a tantalizing adventure about teenage self discovery and self fulfillment, although disguised by the plot which stated the protagonist as a 300 year-old alien berserker. The story combines science fiction with martial arts in a dystopian future. The fight scenes are as well choreographed as say The Matrix but avoid over indulging in extended and repetitive fight sequences. There's a lot of exposition fitted into a 2-hour movie, hence some scenes seemed to be truncated in order for the story to advance accordingly.

That said, the plot has familiar elements made new but in more interesting ways. Elements of a world constantly being monitored borrow heavily from The Hunger Games, with the adrenaline infusing Motorball acting as ""the game"". The action scenes are thrilling, at times violent but as explained earlier, never over indulges. And when such scenes are short, I found myself wanting for more, hence repeat viewing ensues.

The film ends with somewhat of a cliffhanger, with fanboys like me hoping against pessimistic box office forecast that this movie will make enough money to warrant 2 more sequels to complete the overarching story of one of the most interesting female characters in one of the most visually arresting, imaginative and energetic science fiction movies of all time.

Go watch Alita: Battle Angel. Highly recommended."
9,Alita: Battle Angel (2019),9,"I'm a 47 year old man who went to film school. I loved this movie. There's no point in trying to dissect what Alita: Battle Angel got right or wrong in terms of script or pacing or character development or whatever else film snobs like to blather on about. This is just a fun, action-packed first installment of what I hope will at least be a trilogy, if not more. And they couldn't have cast Alita more perfectly, even if her on-screen form is completely digital. Great movie. Tons of fun. Don't overthink it."
10,Alita: Battle Angel (2019),9,"I was hoping this movie would not disappoint, and it did not... at least in the aspect of action, and some drama, but not so much on the storyline. I understand there's only so much one can fit in a 2 hour span for a story that was originally a multi-volume Japanese Manga (a graphic novel equivalent to western standards), though I think a director's cut release would alleviate some of the over-fast paced developments and some 'holes' in the story. Overall, as mentioned in the headline, the action is AMAZING, the visuals can at times make you forget that the scenes and characters are done CGI (I saw it in IMAX and it was GREAT). Even though as mentioned, that the storyline is a bit wanting (in my honest opinion), it's enough to make one care for the characters and for the final outcome of the story. Music, sets the tone and mood as to be expected of such a release and acting is top notch from all actors.

~Final verdict~ Action: 10/10 Music: 9/10 Storyline: 7/10 OVERALL: 9/10 (must see as a 'Sci-fi action flick of the year')"
